text,user_location,tweet_date,time,city,Sentimento_Score,Sentimento_Label,Tristeza,Alegria,Medo,Desgosto,Raiva
"💉Os idosos acima de 67 anos que ainda não se vacinaram contra a Covid-19 terão a partir dessa quinta, 1º, novos pontos de vacinação. O imunizante será oferecido em 2 Unidades de Saúde da Família, e drive thru no Ginásio Ayrton Sena e Praia da Graciosa.","Palmas, Brasil",2021-04-01,11:10:00,Palmas,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
Descanse em paz João Acaiabe O ator foi mais uma vítima da covid-19 e atualmente está no ar na reprise de Chiquititas (SBT).,"Santa Maria, Brasil",2021-04-01,11:08:50,Santa Maria,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"Em meados de 2020, a Escola de Saúde Pública de Harvard (EUA) publicou um manual para a reabertura de escolas ―hoje uma referência para os centros educacionais― que também apontava esses medidores como uma peça-chave para calcular a qualidade do ar nas salas de aula.","São Paulo, SP, Brasil",2021-04-01,11:08:34,São Paulo,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
", Como estamos em relação aos óbitos por SRAG excedentes (fora do padrão histórico)? Vários conhecidos reportam que no atestado de óbito de familiares consta SRAG com Suspeita de Covid19. E conversando com funcionários da sec. da saúde, estes casos não contam como Covid19","Florianópolis, Brasil",2021-04-01,11:03:54,Florianópolis,-0.3325,MIXED,0.7,0.3675,0.35,0.35,0.0
"Brasil registra quase 4 mil mortes por Covid no dia e fecha pior mês da pandemia com 66,8 mil óbitos. BOLSONARO CUMPRINDO SUA META.","Belo Horizonte, Brasil",2021-04-01,11:10:57,Belo Horizonte,-1.0,NEGATIVE,0.7875,0.0,0.525,0.65625,0.525
"Meu coração tá com buraquinhos depois dessa notícia, eu gostava tanto ele. Esse vírus tá levando pessoas maravilhosas, que ódio!! 😭😭","Rio de Janeiro, Brasil",2021-04-01,11:03:38,Rio de Janeiro,-0.005,MIXED,0.8333333333333334,0.8283333333333334,0.0,0.0,0.525
Hoje é seu dia.... #AgripinoDay,"Rio de Janeiro, Brasil",2021-04-01,11:08:03,Rio de Janeiro,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Washington Post diz que Cuba pode se tornar uma potência de vacinas contra o coronavírus,"São José, Brasil",2021-04-01,11:11:09,São José,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
Segunda Páscoa da Covid-19 quebra turismo no RS,"São Paulo, Brazil",2021-04-01,11:09:02,São Paulo,-0.525,NEGATIVE,0.525,0.0,0.525,0.525,0.525
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular,"São Paulo, Brazil",2021-04-01,11:05:02,São Paulo,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"O chefe Chico naoooooooooo, caralhooooo","Salvador, Brasil",2021-04-01,11:09:45,Salvador,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Vá vá vc ainda e governado pq recebeu dinheiro do covid-19 e pode pagar as contas aí .,"Videira, Brasil",2021-04-01,11:13:01,Videira,-0.65625,NEGATIVE,0.590625,0.0,1.0,0.91875,0.525
COVID vai embora micróbio maldito 😥,"São José dos Campos, Brasil",2021-04-01,11:11:14,São José dos Campos,-0.2625,NEGATIVE,0.2625,0.0,0.0,0.0,0.0
Finalistas na categoria Mitigação da Covid-19 do Empreendedor Social do Ano vão à votação popular #Brasil,"Barra dos Coqueiros, Brasil",2021-04-01,11:19:03,Barra dos Coqueiros,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
E não para de piorar; evidências de que a Covid-19 pode causar reinternação em 1/3 dos pacientes. Vai vendo!! Almost third of UK Covid hospital patients readmitted within four months,"Santos, Brasil",2021-04-01,11:18:53,Santos,-0.525,NEGATIVE,0.48125,0.0,0.7875,0.7,0.2625
#HoraTopTV &gt;:&gt; Pai de Yudi Tamashiro morre vítima da Covid-19 | #BBB21 #RedeBBB,"Salvador, Brasil",2021-04-01,11:13:13,Salvador,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Bom dia Brasil! Vamos sair dessa, vacina já! #COVID19","Rio de Janeiro , Brasil",2021-04-01,11:14:56,Rio de Janeiro,0.3,POSITIVE,0.0,0.3,0.0,0.0,0.0
"As micro e pequenas empresas afetadas pelo agravamento da pandemia de covid-19 podem parcelar os débitos com o Simples Nacional até o fim de junho, com desconto na multa e nos juros.","Praia Grande, Brasil",2021-04-01,11:18:26,Praia Grande,-0.2625,NEGATIVE,0.2625,0.0,0.2625,0.0,0.0
"Tanta gente querida morrendo de covid, oh Deus! 😭😭","Salvador, Brasil",2021-04-01,11:18:26,Salvador,0.0,MIXED,1.0,1.0,0.0,0.0,0.63
Segunda Páscoa da Covid-19 quebra turismo no RS,"Goiânia, Goiás, Brasil",2021-04-01,11:17:33,Goiânia Goiás,-0.525,NEGATIVE,0.525,0.0,0.525,0.525,0.525
MAIS VAGAS / Adequações já estão sendo feitas para abrir o andar térreo #RC24h #CaboFrio #coronavirus,"Cabo Frio, Brasil",2021-04-01,11:14:34,Cabo Frio,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Cidades do noroeste paulista fecham prainhas para tentar controlar casos da Covid-19,"Votuporanga, Brasil",2021-04-01,11:16:56,Votuporanga,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"O governo desdenhou o vírus agora tá colhendo os frutos, 3 mil por dia. Melhor produção da história. Parabéns pra ele... Grande produtor de mortos da história. #pandemia #coronavirus","Porto Alegre, Brasil",2021-04-01,11:13:41,Porto Alegre,0.703125,POSITIVE,0.3,0.828125,0.3,0.15,0.0
Morador de Valentim Gentil de 39 anos morre vítima da COVID-19,"Votuporanga, Brasil",2021-04-01,11:17:01,Votuporanga,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
coronavirus acabe pra eu usar uma roupa de pantera negra no carnaval,"Itajaí, Brasil",2021-04-01,11:12:53,Itajaí,0.2625,POSITIVE,0.0,0.2625,0.0,0.0,0.0
"Como urubus em cima da carniça a iniciativa privada com apoio de desejam comprar a vacina COVID-19 e furarem a fila, passando por cima como trator dos cidadãos brasileiros. Fura-fila privado e ainda dizem que é ajuda. VERGONHOSO!","Mogi das Cruzes, Brasil",2021-04-01,11:11:33,Mogi das Cruzes,0.525,POSITIVE,0.42,0.5525,0.63,0.42,0.105
"Prefeito de Pitimbu/PB Jorge do Povão, morre vítima da covid-19","João Pessoa, Brasil",2021-04-01,11:18:16,João Pessoa,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Vai lá lavar as mãos, por favor? Todos nós agradecemos! #CoronaVírusNoBrasil","Macaé, RJ, Brasil",2021-04-01,11:19:26,Macaé,0.575,POSITIVE,0.0,0.575,0.0,0.0,0.0
"e como dizem, o sistema não pode parar.","Belo Horizonte, Brasil",2021-04-01,11:17:08,Belo Horizonte,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"O mais brilhante cientista no tratamento da COVID-19 é desprezado no mundo científico ocidental mas, é reconhecido no Senegal por ter salvo milhares de vida da gripe Chinesa.","Feira de Santana - BA, Brasil",2021-04-01,11:17:42,Feira de Santana,-0.3375,MIXED,0.725,0.2325,0.6041666666666666,0.6041666666666666,0.48333333333333334
O Brasil de novo tendo repercussão internacional negativamente,"Goiás, Brasil",2021-04-01,11:11:22,Goiás,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Ai depois vc tem q ver a reação se debatendo com o fato da China não registrar mais mortes 16 casos e eles isolam uma cidade,"São Vicente, Brasil",2021-04-01,11:17:58,São Vicente,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"Um amigo perdeu o pai e a mãe pela Covid-19 em um mês. O que dizer a ele agora? Para ter esperança? Para seguir adiante com fé? Que vai passar? Esse sentimento de revolta está entornando. Perder as pessoas que você ama por consequência do autoritarismo, desgoverno, incompetência.","São Paulo, Brasil",2021-04-01,11:14:44,São Paulo,0.0625,MIXED,0.4725,0.72,0.21,0.105,0.21
"Uma cidade inteira de Mariana, primeira capital de Minas, foi embora no Brasil por Covid-19 só no mês de março.","Belo Horizonte, Brasil",2021-04-01,11:15:21,Belo Horizonte,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
Feira de Santana registra mais 235 casos da Covid-19 e 3 óbitos,"Feira de Santana, Brasil",2021-04-01,11:22:59,Feira de Santana,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
Gente Vcs acreditou Qndo Apareceu A Postagem De Chico Pois eu não Pra Mim era 1° De Abril mais infelizmente Não Ih lá sem Vai mais uma Vítima De covid-19 Gente Vcs tão achando que esse vírus é brincadeira é.? Levem a sério gente pfvr Esse vírus não é brincadeira Se cuidem!🖤,"Salvador, Brasil",2021-04-01,11:25:46,Salvador,0.3636111111111111,MIXED,0.5172222222222222,0.4791666666666667,0.5172222222222222,0.2586111111111111,0.0
"Iniciativa privada, neste momento, que comprar a vacina COVID-19 está tirando das pessoas com co-morbidade, dos idosos, deficientes, etc... estão cooperando para manter a epidemia. Diz o velho ditado: farinha pouca, meu pirão primeiro.","Mogi das Cruzes, Brasil",2021-04-01,11:21:57,Mogi das Cruzes,0.21,MIXED,0.63,0.84,0.0,0.42,0.0
"Para o amigo, o governador do Piauí assume que o tratamento precoce contra Covid-19 funciona, que, se utilizado, a doença não passa de uma gripe comum..., parabeniza-o por fazer direitinho o tratamento precoce... Mas pra população ele nega...","São Paulo, Brasil",2021-04-01,11:22:36,São Paulo,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
"#COVID19 O impacto do negacionismo científico no Brasil, sendo analisado na densidade populacional e territorial. #66mil pessoas morreram em março, número proporcionalmente maior que a população de 5.067 municípios do país. Indica que ocorreram em capitais e cidades médias.","Salvador, Brasil",2021-04-01,11:23:45,Salvador,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
1° de abril: o que é mentira ou verdade sobre a covid-19,"Belém, Brasil",2021-04-01,11:25:29,Belém,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"aí gente, que triste. eu amava o Chefe Chico e outros personagens do Gesio Amadeu","Recife, Brasil",2021-04-01,11:21:36,Recife,0.21,MIXED,0.63,0.84,0.0,0.0,0.0
Então... já nem podemos falar que o coronavirus é tão novo assim. Já está mais do que demonstrado que medidas de isolamento e cuidados com a higiene são uma arma poderoso.,"São José dos Campos, Brasil",2021-04-01,11:22:56,São José dos Campos,0.49,MIXED,0.63,0.5466666666666666,0.42,0.21,0.21
"COVID-19 no Mundo... França / população 62,6 milhões / 10,7 milhões doses vacina / 3o Lockdown decretado no último sábado ☹️☹️... França iniciou a vacinação em Dezembro e apresenta mesmo % do Brasil (Fonte G1)","Santo André, Brasil",2021-04-01,11:19:26,Santo André,-0.3383333333333333,MIXED,0.8341666666666666,0.21458333333333332,1.0,0.9333333333333333,0.23333333333333334
A mentira que gostaria que fosse verdade é que o Covid-19 não existe mais. #DiaDaMentira,"Juiz de Fora, Brasil",2021-04-01,11:22:03,Juiz de Fora,-0.75,NEGATIVE,1.0,0.3,1.0,1.0,0.25
"Força,vc não está só! Vou rezar por ele. TMJ!","Itupeva, Brasil",2021-04-01,11:25:12,Itupeva,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Perdemos o Acaiabe...,"são paulo,Brazil",2021-04-01,11:25:04,são paulo,-0.2625,NEGATIVE,0.2625,0.0,0.0,0.0,0.0
"Fizeram um monte de perguntas ao secretário municipal de Saúde da , mas não perguntaram quando as outras faixas etárias serão vacinadas. Esse #bdrj não tem conserto não depois que virou circo para dois apresentadores padrões #coronavirus #RJTV","Rio de Janeiro, Brasil",2021-04-01,11:24:33,Rio de Janeiro,0.11,NEUTRAL,0.3,0.305,0.0,0.0,0.3
"O ator João Acaiabe, de 79 anos, morreu na madrugada desta quinta-feira (1º) em São Paulo. Ele havia sido diagnosticado com Covid-19 e estava internado desde o último dia 15","São Paulo, Brasil",2021-04-01,11:20:41,São Paulo,-1.0,NEGATIVE,0.875,0.15,0.75,0.525,0.525
Minha infância 😰😰,"Rio de Janeiro, Brasil",2021-04-01,11:22:30,Rio de Janeiro,-0.525,NEGATIVE,0.525,0.0,0.0,0.0,0.0
"A COVID-19 não deu a mínima para a curva sazonal, bastou aumentar a mobilidade em setembro que ela descolou da curva e gerou uma onda monstruosa. Falei disso ainda em dezembro:","Caxias do Sul, Brasil",2021-04-01,11:24:15,Caxias do Sul,-0.03,MIXED,0.7733333333333333,0.4683333333333333,0.9666666666666667,0.7733333333333333,0.19333333333333333
"Concursos suspensos em São Gonçalo: Provas para os certames das áreas de Educação e Administração que estavam marcadas nos dias 11 e 18 de abril, e o concurso da Guarda Municipal, previsto para 23 de maio, foram suspensos em função da pandemia de Covid-19","São Gonçalo, Brasil",2021-04-01,11:25:43,São Gonçalo,-1.0,MIXED,1.0,0.15,1.0,1.0,0.25
"É, minha infância vai se esvaindo com essas perdas","Campos dos Goytacazes, Brasil",2021-04-01,11:22:47,Campos dos Goytacazes,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
O Impeachment nunca é solução. É no máximo uma tentativa de evitar um mal maior. A derrocada de dilma pois o país numa eterna campanha eleitoral que agora usa a covid19 como arma. A oposição com auxilio da extrema-imprensa em crise de abstinência de poder apostam no caos.,"Fortaleza, Brasil",2021-04-01,11:22:56,Fortaleza,-0.5215625,MIXED,0.6825,0.2909375,0.8125,0.6825,0.170625
Isso é muito triste.....,"Rio de Janeiro, Brasil",2021-04-01,11:20:26,Rio de Janeiro,-1.0,NEGATIVE,1.0,0.0,0.0,0.0,0.0
Ótima notícia! Uma pena que perdemos a oportunidade de adquirir 70mi de doses em agosto/2020,"Sao Paulo, Brazil",2021-04-01,11:25:31,Sao Paulo,1.0,POSITIVE,0.15,0.75,0.0,0.0,0.0
"Sr , a Covid-19 não deu trégua em fevereiro. Faça o simples: continue seu trabalho, que por sinal até agora tem sido louvável, sem dar margens para que seu nome entre na lista dos hipócritas de plantão e sem deixar de cantar seu pagode favorito discretamente.","Rio de Janeiro, Brasil",2021-04-01,11:24:03,Rio de Janeiro,-0.8708333333333333,NEGATIVE,0.7458333333333333,0.31,0.0,0.0,0.0
"Poxa, mais um grande que se vai por causa dessa maldita doença. Fez parte da minha infância!!!😢 Ator João Acaiabe, o Tio Barnabé do 'Sítio do Picapau Amarelo', morre vítima da Covid-19 em SP","São Paulo, Brasil",2021-04-01,11:22:31,São Paulo,0.0525,MIXED,0.7,0.7525,0.7,0.35,0.175
Vacina da Pfizer oferece alta proteção contra variante sul-africana do coronavírus,"Sao Paulo, Brazil",2021-04-01,11:20:22,Sao Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"Minha avó faleceu por covid-19 na noite passada. Para ser atendido, precisei fazer agendamento.","Araçatuba, Brasil",2021-04-01,11:26:31,Araçatuba,-0.65625,NEGATIVE,0.65,0.14625,0.321875,0.2625,0.3875
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o general apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:25:46,São Paulo,-0.7072916666666667,NEGATIVE,0.6958333333333333,0.42625,1.0,0.9666666666666667,0.2520833333333333
São Sebastião faz operação de 24h de combate à Covid-19,"Pindamonhangaba, Brasil",2021-04-01,11:19:53,Pindamonhangaba,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Ai o Vagabundo do fala que não tinha o que fazer! Claro que tem, ele que tocou o foda-se!!","São Paulo, Brasil",2021-04-01,11:20:07,São Paulo,-0.625,NEGATIVE,0.3125,0.0,0.0,0.625,0.3125
"Essa doença é desgraçada de mais, pessoas inocentes morrem todos os dias... Morre hj um dos atores que marcaram a minha infância.","São Paulo, Brasil",2021-04-01,11:25:46,São Paulo,-0.79,MIXED,1.0,0.21,1.0,0.42,0.42
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o general apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:26:03,São Paulo,-0.7072916666666667,NEGATIVE,0.6958333333333333,0.42625,1.0,0.9666666666666667,0.2520833333333333
"Pra quem não sabe, Bolsonaro, o parça do #coronavirus, estimulou ontem o gado a se aglomerar! Novamente! Em plena pandemia!😡 #ImpeachmentSalvaVidas #BolsonaroNaCadeia","São Paulo, Brasil",2021-04-01,11:28:46,São Paulo,0.5541666666666667,MIXED,0.175,0.7291666666666666,0.0,0.175,0.175
Araguaína garante apresentar um dos menores índices de letalidade para Covid-19 no Tocantins - Conexão Tocantins - Portal de Notícias,"Araguaína, Brasil",2021-04-01,11:29:45,Araguaína,-0.2625,NEGATIVE,0.525,0.1425,0.2625,0.0,0.0
Estado de SP encerra março com recorde de óbitos e casos por COVID-19. #coronavírus #covid19 #pandemia #picodecasos #saopaulo,"Guarulhos, Brasil",2021-04-01,11:29:20,Guarulhos,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
NAOOOOOOOOOOOOOII,"Belo Horizonte, Brasil",2021-04-01,11:27:51,Belo Horizonte,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Tristeza demais...,"Brasília, Brasil",2021-04-01,11:30:28,Brasília,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"#BolsonaroDay #BolsonaroGenocida DesGoverno Bolsonaro pagou influenciadores para defender atendimento precoce contra Covid-19, diz agência","Rio Branco, Acre, Brazil",2021-04-01,11:27:20,Rio Branco Acre,-0.39375,NEGATIVE,0.65625,0.4275,1.0,1.0,0.2625
"Fiquei muito sentida,excelente ator! Mais uma vítima do desgoverno!","Itupeva, Brasil",2021-04-01,11:30:20,Itupeva,0.52,MIXED,0.48,1.0,0.24,0.0,0.0
"Um arremedo de Bolsonaro | Melo ignorou os alertas do colapso da Covid-19 que matou 1,5 mil em 3 meses - Matinal Jornalismo","Porto Alegre, RS, Brasil",2021-04-01,11:30:11,Porto Alegre,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.2625
"""Em entrevista ao Correio Brasiliense, no último domingo, 28, o novo general das FFAA, apontou a possibilidade de uma terceira onda da COVID-19 no País nos próximos meses e defendeu lockdown, contrariando o que prega o presidente."" 🤦‍♀️","São Paulo, Brasil",2021-04-01,11:29:17,São Paulo,-0.7072916666666667,NEGATIVE,0.6958333333333333,0.42625,1.0,0.9666666666666667,0.2520833333333333
A Anvisa aprovou a venda no mercado do 1º medicamento utilizado para intubação de pacientes com covid-19. Os chamados kits intubação são fundamentais para o atendimento de pacientes com covid-19 em estado grave.,"São Paulo, Brasil",2021-04-01,11:27:12,São Paulo,-0.328125,NEGATIVE,0.7875,0.249375,0.2625,0.0,0.0
AM confirma 1.313 novos casos de Covid-19 e 18 óbitos pela doença nessa quarta-feira,"Manaus, Brasil",2021-04-01,11:28:43,Manaus,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
"🚑😷 A Juventus informa que Merih Demiral testou positivo a Covid-19 no dia 26 de março, enquanto estava com a seleção turca, retornou hoje a Turim em voo médico liberado pelas autoridades sanitárias e irá permanecer em isolamento no JHotel","Rio de Janeiro, Brasil",2021-04-01,11:32:10,Rio de Janeiro,-0.40625,MIXED,1.0,0.253125,1.0,1.0,0.25
São Sebastião segue com prevenções contra Covid-19 e realiza barreira sanitária,"Pindamonhangaba, Brasil",2021-04-01,11:28:34,Pindamonhangaba,-0.6916666666666667,MIXED,0.9666666666666667,0.25833333333333336,1.0,0.9666666666666667,0.24166666666666667
A pandemira do Covid-19 fora de controle,"Borrazópolis, Brasil",2021-04-01,11:32:03,Borrazópolis,-1.0,NEGATIVE,1.0,0.0,1.0,1.0,0.25
"A covid-19 infelizmente existe. Porém temos que ter empatia para descobrir que temos duas mãos: uma para passar álcool em gel na outra , e as duas pra colocar a máscara é ajudar o próximo. Belo Horizonte/MG #falabrasil","Belo Horizonte, Brasil",2021-04-01,11:37:58,Belo Horizonte,0.3546875,POSITIVE,0.0,0.3546875,0.0,0.0,0.0
"No 1º de abril, veja as mentiras sobre a Covid-19 #bnews","Salvador, Bahia, Brasil",2021-04-01,11:35:04,Salvador Bahia,-0.7875,NEGATIVE,0.7875,0.0,0.2625,0.525,0.2625
"RS, SC, PR, MG, AM e RO, em três meses, têm mais vidas perdidas por Covid-19 do que em 2020 inteiro. Já passou da hora de acordar! #VacinaParaTodosJa","Rio de Janeiro, RJ, Brasil",2021-04-01,11:35:42,Rio de Janeiro,-0.525,NEGATIVE,0.525,0.0,0.0,0.0,0.0
Será que vai ter vacina para que eles consigam comprar? Vamos ver.,"Juiz de Fora, Brasil",2021-04-01,11:34:22,Juiz de Fora,0.525,POSITIVE,0.0,0.525,0.0,0.0,0.0
o brasil deles,"Rio de Janeiro, Brasil",2021-04-01,11:33:25,Rio de Janeiro,0.25,POSITIVE,0.0,0.25,0.0,0.0,0.0
"É impressão minha ou estes Lockdowns que governadores e prefeitos decretaram está piorando e aumentando o número de internados, intubados e mortos...","Porto Alegre, Brasil",2021-04-01,11:32:54,Porto Alegre,-0.65625,NEGATIVE,0.6125,0.0,0.65625,0.7875,0.2625
"Bom dia! Novo mês surgindo nas montanhas de Minas Gerais, que o mês de Abril seja um mês com notícias maravilhosas, que a luta contra o covid-19 continue e que tenhamos vitórias e pessoas curadas e vacinadas. Que todos tenham seu emprego normalizado! 🙏🏼🙌🏻🌞","Bambuí, Brasil",2021-04-01,11:37:46,Bambuí,0.71875,POSITIVE,0.0,0.71875,0.0,0.0,0.0
"Vacina, vacina e vacina! Hoje segue a campanha de vacinação contra a Covid-19 em Aparecida na população acima de 64 anos. Procure um dos postos de vacinação. #VacinaAparecida","Aparecida de Goiânia, Brasil",2021-04-01,11:37:33,Aparecida de Goiânia,0.55,POSITIVE,0.0,0.55,0.0,0.0,0.0
"Nossa que merda, sério isso?","Rio Grande do Sul, Brasil",2021-04-01,11:37:00,Rio Grande do Sul,-1.0,NEGATIVE,0.5,0.0,0.0,1.0,0.75
Conecte ao seu time de coração com a Ultravelocidade da Link7 Internet e concorra a camisas oficiais! .⠀⠀⠀⠀⠀⠀⠀⠀ #link7internet #coronavirus #link7 #aplicativolink7 #ultravelocidade #internetultravelocidade #internet #provedor #fibraoptica #bandalarga,"Sete Lagoas, Brasil",2021-04-01,11:38:35,Sete Lagoas,0.3125,POSITIVE,0.0,0.3125,0.0,0.0,0.0
Em 05/08/20 a Covid-19 levou o Gésio Amadeu. Hoje ela levou o João Acaiabe. O 1º foi o Chefe Chico da 1ª versão de Chiquititas e Tio Barnabé da 2ª versão do Sítio do Pica-pau Amarelo. O 2º foi o Chico da 2ª versão de Chiquititas e o Barnabé da última temporada do 2º Sítio.,"Manaus, Amazonas, Brasil",2021-04-01,11:37:34,Manaus Amazonas,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Entre as mentiras mais graves ditas por Jair Bolsonaro estão a ""gripezinha"" ""isolamento social não salva vidas"" e a divulgação de Cloroquina para tratamento de covid-19 sem comprovação de sua eficácia. (2/3)","Belo Horizonte, Brasil",2021-04-01,11:37:24,Belo Horizonte,-1.0,NEGATIVE,1.0,0.0,0.525,1.0,0.525
"Dólar a 1,99 Gasolina a 3,00 Kit Gay Ditadura comunista Livre mercado é bom Ivermectina e cloroquina previne Covid-19 #BolsonaroDay , Só algumas das maiores mentiras desse crápula","Santo André, Brasil",2021-04-01,11:33:21,Santo André,-0.25,MIXED,0.875,0.45,0.75,0.75,0.25
Porque a veia tá amarrada man?,"Caarapó, Brasil",2021-04-01,11:36:07,Caarapó,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Recebi desde ontem mas não POSTEI por não saber a cidade. Vc sabe, ? #COVID19 virou mesmo UM BOM NEGÓCIO 💰💰💰💰😠😠😠😠","Marataízes, Brasil",2021-04-01,11:34:31,Marataízes,0.4375,POSITIVE,0.285,0.7,0.285,0.1425,0.1425
"O ator João Acaiabe morreu de Covid-19 na noite da última quarta-feira (31), em São Paulo. O artista é conhecido por interpretar os personagens Tio Barnabé do ""Sítio do Picapau Amarelo"" e Chico na novela ""Chiquititas"". #JoãoAcaiabe #Covid19","São Paulo, Brasil",2021-04-01,11:35:58,São Paulo,1.0,POSITIVE,0.0,1.0,0.0,0.0,0.0
"cara fiquei malzona, tio barnabé e chico minha infância vei🥺🥺🥺","Goiânia, Brasil",2021-04-01,11:38:04,Goiânia,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
"Precisamos de todas... Muito provavelmente a vacinação contra o coronavirus vai ser como a da gripe, anual","Santo Antônio de Jesus, Brasil",2021-04-01,11:36:21,Santo Antônio de Jesus,-0.525,NEGATIVE,0.525,0.0,0.39375,0.525,0.2625
Conecte ao seu time de coração com a Ultravelocidade da Link7 Internet e concorra a camisas oficiais! .⠀⠀ #link7internet #coronavirus #link7 #aplicativolink7 #ultravelocidade #bandalarga #internetultravelocidade #internet #provedor #fibraoptica,"Sete Lagoas, Brasil",2021-04-01,11:36:39,Sete Lagoas,0.3125,POSITIVE,0.0,0.3125,0.0,0.0,0.0
"Pfizer e BioNTech disseram que a vacina contra covid-19 que desenvolveram é 91% eficaz contra a doença, de acordo com dados atualizados de estudo clínico que incluiu voluntários vacinados por até seis meses, (...)","Praia Grande, Brasil",2021-04-01,11:36:50,Praia Grande,-0.95,NEGATIVE,0.9666666666666667,0.155,1.0,0.9666666666666667,0.24166666666666667
Política do RJ em um tweet,"Foz do Iguaçu, Brasil",2021-04-01,11:34:06,Foz do Iguaçu,0.0,NEUTRAL,0.2,0.2,0.0,0.2,0.2
que não seja fake news de aprils fool,"Ribeirão Preto, Brasil",2021-04-01,11:37:07,Ribeirão Preto,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
gratidão coronavirus🥰💜até algum familiar ou vc morrer🥰,"Espírito Santo, Brasil",2021-04-01,11:35:13,Espírito Santo,0.6890625,POSITIVE,0.7125,1.0,0.7125,0.285,0.285
"Bem amigão , tomei a vacina da astraZeneca, foi pressionado por meus filhos, tive o miserável coronavirus é uma doença terrível, por minha vontade não teria tomado é uma decisão bem difícil e vc quem decide OK, um forte abraço!!!","Manaus, Brasil",2021-04-01,11:35:15,Manaus,-1.0,MIXED,1.0,0.2970833333333333,1.0,1.0,0.39166666666666666
Dia da Mentira: conheça cinco dicas para identificar notícias falsas sobre covid-19,"Belém, Brasil",2021-04-01,11:39:28,Belém,-0.5,MIXED,0.75,0.15,0.5,0.5,0.25
""" Tio Barnabé, fumando seu Cachimbo ele é, o nosso preto velho"". 🎶","Itabuna, Brasil",2021-04-01,11:44:11,Itabuna,-0.65625,NEGATIVE,0.65625,0.0,0.0,0.525,0.0
"Chico de Chiquititas, João Acaiabe morre aos 76 anos em decorrência da Covid-19","São Paulo, Brasil",2021-04-01,11:44:12,São Paulo,-1.0,NEGATIVE,1.0,0.0,1.0,0.525,0.525
Coronavírus hoje: Brasil registra quase 4 mil mortes em um dia e ministro da Saúde pede que população evite aglomerações na Semana Santa,"São Paulo, Brasil",2021-04-01,11:44:19,São Paulo,-0.95,MIXED,1.0,0.155,0.725,0.48333333333333334,0.24166666666666667
BRASIL NÃO É O TERCEIRO PAÍS QUE MAIS VACINA.#coronavirus #Covid19 #foraBolsonaro #vacina,"Belo Horizonte, Brasil",2021-04-01,11:43:46,Belo Horizonte,0.0,NEUTRAL,0.0,0.0,0.0,0.0,0.0
Tipo de notícia q me alegra,"Belém, Brasil",2021-04-01,11:44:33,Belém,0.7875,POSITIVE,0.0,0.7875,0.0,0.0,0.0
